vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.515,72.5,80.5,191,42,46,1
0.753,89.5,88.8,247,24,23,1
0.381,44.5,44.8,39,79,77,0
0.52,61.0,77.8,141,46,55,1
0.299,54.3,65.0,61,68,73,0
0.283,45.3,62.3,87,69,78,0
0.236,42.1,48.6,72,81,82,0
0.598,70.3,77.3,169,42,45,1
0.235,40.9,56.5,37,78,85,0
0.423,78.8,72.9,172,52,47,1
0.349,48.8,54.4,85,72,73,0
0.468,78.0,77.3,133,49,48,1
0.307,46.4,64.3,73,68,77,0
0.314,43.5,51.8,48,77,80,0
0.355,40.0,66.5,85,63,78,0
0.431,68.7,82.3,129,47,55,1
0.341,57.5,52.0,47,76,70,0
0.371,37.7,44.5,2,82,83,0
0.985,81.9,92.2,201,15,21,1
0.377,44.6,51.1,18,77,78,0
0.271,52.5,63.8,22,72,77,0
0.289,40.6,49.7,19,81,84,0
0.601,64.7,80.4,129,42,51,1
0.674,75.3,71.9,121,45,42,1
0.486,74.2,73.5,102,53,51,0
0.351,42.6,58.6,6,73,81,0
0.862,95.3,95.5,353,9,9,1
0.405,67.9,80.9,141,49,56,1
0.293,38.8,59.8,39,73,84,0
0.29,53.6,69.8,83,64,72,0
0.648,71.3,84.1,177,35,42,1
0.352,39.5,69.3,20,65,82,0
0.63,77.7,73.2,192,42,38,1
0.231,43.6,55.7,38,78,83,0
0.208,52.0,67.7,22,72,80,0
0.854,82.8,91.7,216,20,25,1
0.319,38.5,46.6,53,80,82,0
0.306,51.5,44.1,41,83,75,0
0.345,47.2,58.2,86,69,74,0
0.236,53.8,65.1,75,70,75,0
0.548,63.1,82.3,141,42,53,1
0.226,48.5,57.6,37,77,81,0
0.224,44.4,44.7,19,87,84,0
0.279,54.4,49.9,63,79,73,0
0.247,47.2,53.4,70,77,79,0
0.887,96.0,88.4,315,15,10,1
0.989,94.7,99.0,209,10,12,1
0.367,46.2,54.0,69,72,75,0
0.389,56.3,56.4,25,72,70,0
0.239,57.8,50.7,66,80,73,0
0.312,41.4,65.4,48,68,81,0
0.458,68.8,71.4,185,51,51,0
0.683,61.5,79.7,157,38,48,1
0.977,83.7,86.4,255,16,17,1
0.708,96.7,91.1,320,20,16,1
0.45,65.0,84.7,116,46,57,1
0.322,44.6,42.1,85,81,77,0
0.356,48.1,62.1,24,70,76,0
0.325,56.9,47.5,30,80,72,0
0.283,44.7,61.7,52,71,80,0
0.29,46.3,47.8,21,82,80,0
0.557,70.0,77.5,154,44,48,1
0.636,60.8,75.1,91,46,54,1
0.204,48.8,59.1,42,77,81,0
0.424,67.7,83.0,153,46,54,1
0.357,41.7,50.0,40,77,79,0
0.36,55.0,61.4,24,70,72,0
0.271,50.9,56.3,19,77,78,0
0.284,37.8,45.7,68,81,83,0
0.273,40.0,51.6,54,78,83,0
0.252,48.6,68.9,81,66,77,0
0.584,63.2,84.7,143,39,51,1
0.428,74.1,71.7,103,56,53,0
0.311,55.5,51.4,54,77,72,0
0.373,45.2,66.8,64,64,75,0
0.397,59.1,58.9,65,68,66,0
0.299,37.7,52.4,2,80,86,0
0.559,69.2,80.1,133,44,49,1
0.421,74.6,80.4,176,47,49,1
0.263,54.8,51.7,36,80,75,0
0.552,60.5,79.8,130,44,55,1
0.296,44.5,65.0,77,67,78,0
0.351,56.8,58.5,41,71,70,0
0.574,77.3,82.8,173,39,42,1
0.936,84.2,92.7,355,8,13,1
0.205,35.5,57.9,19,79,90,0
0.256,53.2,63.3,17,73,78,0
0.341,45.3,61.8,42,70,78,0
0.661,73.9,83.6,140,37,42,1
0.243,51.9,52.6,77,78,76,0
0.262,41.0,66.0,31,71,84,0
0.971,94.9,94.8,297,8,8,1
0.48,73.4,79.8,170,45,48,1
0.308,36.0,56.9,58,73,84,0
0.214,39.9,59.4,29,77,87,0
0.527,78.9,72.9,133,50,45,1
0.25,44.8,40.9,30,88,82,0
0.899,94.0,89.0,205,20,17,1
0.268,47.4,49.1,10,83,81,0
0.212,53.8,51.9,57,80,77,0
0.639,70.2,76.1,152,42,44,1
0.629,65.5,73.1,167,44,47,1
0.658,66.9,79.9,129,40,47,1
0.233,45.9,60.6,23,76,83,0
0.298,58.2,60.0,19,74,73,0
0.303,38.6,43.0,20,85,85,0
0.313,54.0,49.2,82,77,71,0
0.37,50.7,51.8,80,73,71,0
0.372,57.1,42.0,5,83,71,0
0.398,48.1,68.0,41,63,74,0
0.634,68.6,75.3,178,41,44,1
0.667,61.3,80.2,186,36,47,1
0.594,69.0,76.6,175,42,46,1
0.388,41.4,47.6,87,75,76,0
0.322,45.0,69.2,53,65,78,0
0.258,55.7,63.9,51,71,74,0
0.39,40.8,50.7,21,76,80,0
0.855,87.2,90.3,221,20,22,1
0.284,54.3,50.8,63,78,73,0
0.214,35.9,60.4,46,75,88,0
0.578,70.9,79.7,158,42,46,1
0.522,62.2,72.7,130,50,55,0
0.381,51.5,56.8,41,71,72,0
0.354,43.1,56.0,60,72,78,0
0.252,43.9,51.0,82,78,80,0
0.372,59.6,58.8,60,69,67,0
0.334,43.2,63.2,73,67,78,0
0.217,48.1,66.6,86,69,79,0
0.325,43.8,51.1,88,75,77,0
0.965,83.2,97.2,212,12,20,1
0.667,68.4,80.7,135,39,45,1
0.377,41.3,49.2,7,78,81,0
0.39,40.3,69.3,17,64,80,0
0.645,76.8,76.0,167,41,39,1
0.242,51.5,55.3,30,78,79,0
0.256,45.3,69.5,7,70,83,0
0.353,39.1,47.3,35,79,81,0
0.293,58.9,65.6,76,67,69,0
0.293,57.8,66.9,5,70,74,0
0.821,90.6,90.1,311,17,16,1
0.966,94.7,88.8,285,13,9,1
0.569,68.7,73.4,104,49,51,1
0.638,67.2,83.4,193,35,44,1
0.272,46.0,68.0,88,66,78,0
0.204,38.0,42.2,32,89,88,0
0.25,53.6,49.4,89,79,74,0
0.809,95.2,94.0,363,12,11,1
0.649,60.1,77.8,165,40,50,1
0.284,51.8,43.7,8,86,78,0
0.423,75.9,71.2,98,57,53,0
0.439,72.8,75.1,107,53,53,0
0.276,39.4,55.0,22,78,85,0
0.351,38.7,43.3,49,81,81,0
0.486,60.3,75.6,115,51,59,0
0.975,91.3,89.8,349,9,7,1
0.565,68.5,70.8,145,49,49,1
0.773,82.4,91.7,268,20,25,1
0.221,51.4,52.8,83,78,77,0
0.333,53.8,43.2,37,83,73,0
0.21,54.0,60.4,69,74,76,0
0.284,51.7,69.1,12,69,78,0
0.317,44.1,58.6,9,74,81,0
0.527,65.1,79.7,190,42,50,1
0.285,52.7,55.1,40,76,76,0
0.31,54.2,53.6,26,77,74,0
0.271,56.4,53.0,39,78,74,0
0.593,72.2,79.3,159,41,45,1
0.369,43.8,67.5,47,64,77,0
0.933,80.9,89.0,308,13,18,1
0.564,60.7,78.4,123,45,55,1
0.289,35.9,68.5,87,65,83,0
0.296,56.2,66.1,5,70,75,0
0.315,51.8,52.1,26,78,76,0
0.36,44.7,42.0,47,82,77,0
0.455,63.5,76.4,187,47,54,1
0.889,84.3,87.2,240,20,21,1
0.795,91.2,94.1,358,12,14,1
0.426,73.2,72.5,115,55,53,0
0.353,50.9,48.0,23,79,75,0
0.221,52.6,57.9,77,75,76,0
0.544,75.9,83.1,162,41,44,1
0.383,55.4,66.3,6,67,72,0
0.605,72.6,73.5,112,47,47,1
0.385,49.3,48.2,79,75,71,0
0.387,50.4,68.7,22,64,74,0
0.374,37.3,55.9,60,71,80,0
0.243,38.6,40.7,53,87,85,0
0.391,41.6,52.4,38,74,78,0
0.354,59.9,54.3,22,75,69,0
0.418,77.2,76.3,179,49,48,1
0.289,59.1,44.0,18,85,73,0
0.799,85.4,92.3,257,19,23,1
0.477,64.2,79.5,112,48,57,1
0.641,71.0,77.0,134,42,45,1
0.235,51.7,67.0,15,72,80,0
0.316,48.5,68.1,82,64,75,0
0.39,51.0,55.0,88,70,70,0
0.365,53.8,59.7,70,68,70,0
0.533,76.8,79.8,100,47,47,1
0.959,85.7,89.6,224,16,18,1
0.68,62.4,76.7,140,41,48,1
0.626,78.3,76.5,103,45,43,1
0.374,49.4,52.7,32,75,74,0
0.22,54.2,41.8,14,89,79,0
0.431,66.7,73.1,136,53,56,0
0.282,48.5,43.3,59,83,77,0
0.345,37.8,40.9,70,82,81,0
0.979,99.7,88.8,362,8,1,1
0.482,74.3,79.2,155,46,48,1
0.25,51.7,52.6,23,80,78,0
0.328,59.8,49.1,42,78,69,0
0.236,58.2,49.3,38,82,74,0
0.24,39.6,49.4,40,82,85,0
0.785,83.1,94.1,334,14,21,1
0.279,39.5,41.0,53,85,83,0
0.361,59.6,45.9,8,81,70,0
0.469,72.8,76.9,131,49,51,1
0.352,52.7,48.8,70,76,71,0
0.25,41.5,57.1,74,75,82,0
0.244,41.2,58.5,83,73,82,0
0.233,42.6,58.9,89,73,81,0
0.278,35.2,45.7,42,83,86,0
0.37,42.7,67.9,18,66,79,0
0.369,38.1,47.7,88,75,78,0
0.307,37.0,54.3,20,77,85,0
0.406,66.1,76.6,171,50,55,0
0.284,48.6,55.9,88,73,75,0
0.262,50.5,49.1,13,83,79,0
0.223,57.4,57.3,24,78,76,0
0.26,59.1,49.5,87,78,70,0
0.353,35.2,49.7,22,78,85,0
0.983,83.9,92.0,267,11,16,1
0.257,59.4,67.1,9,71,74,0
0.225,58.7,68.6,23,71,75,0
0.317,42.4,56.7,3,76,83,0
0.656,63.3,78.6,94,43,51,1
0.403,79.3,75.1,138,53,49,1
0.389,35.7,45.8,42,78,82,0
0.945,89.0,97.9,253,10,15,1
0.698,74.7,80.1,193,35,37,1
0.38,35.5,50.4,35,76,83,0
0.446,77.8,84.7,122,46,49,1
0.392,57.5,53.8,8,75,70,0
0.774,95.2,94.5,213,21,20,1
0.282,35.5,64.2,32,71,87,0
0.317,58.9,44.6,48,82,70,0
0.269,51.0,40.5,18,88,78,0
0.297,37.2,41.7,65,83,83,0
0.938,87.8,99.8,233,10,17,1
0.298,53.7,66.9,84,66,72,0
0.287,58.2,58.7,63,73,71,0
0.345,46.4,52.7,45,75,77,0
0.247,47.9,61.4,69,72,78,0
0.276,48.7,62.1,46,72,78,0
0.769,99.6,89.5,364,16,10,1
0.416,63.1,77.6,113,52,60,0
0.415,67.7,78.4,116,51,57,0
0.294,41.5,48.4,87,78,79,0
0.3,50.0,56.7,7,76,78,0
0.201,52.7,41.3,66,88,77,0
0.244,42.1,62.2,47,73,83,0
0.725,82.3,95.5,253,20,28,1
0.556,63.0,70.2,177,48,51,1
0.572,65.8,71.1,120,50,52,0
0.292,36.7,49.3,31,80,86,0
0.291,48.5,40.7,84,83,75,0
0.341,52.5,53.1,15,77,75,0
0.249,58.2,68.8,2,71,76,0
0.646,73.2,70.8,145,46,43,1
0.212,59.7,52.6,31,81,75,0
0.322,57.7,51.5,20,78,72,0
0.438,78.7,79.0,174,47,46,1
0.639,66.2,78.4,92,44,50,1
0.275,37.5,52.1,68,77,84,0
0.289,47.2,65.5,25,70,80,0
0.202,53.5,52.7,68,80,77,0
0.227,40.2,47.9,30,84,86,0
0.364,55.5,63.5,3,70,73,0
0.47,76.6,75.3,123,51,49,1
0.378,37.0,64.9,37,66,82,0
0.262,54.8,51.3,84,77,73,0
0.216,56.1,63.8,63,72,75,0
0.297,42.8,43.5,46,83,81,0
0.744,81.8,90.7,222,24,29,1
0.721,86.3,96.5,274,19,25,1
0.323,51.1,41.8,15,85,76,0
0.315,41.4,46.6,21,82,82,0
0.231,36.1,50.3,74,80,86,0
0.619,64.3,83.6,125,39,50,1
0.329,56.4,44.0,77,80,69,0
0.352,45.2,64.5,86,65,75,0
0.692,66.0,78.4,139,39,46,1
0.676,71.4,72.0,186,41,40,1
0.648,70.1,78.0,165,40,43,1
0.324,57.1,68.8,30,66,72,0
0.213,48.3,58.0,12,79,83,0
0.262,53.1,66.4,8,71,78,0
0.449,67.1,79.6,138,48,55,1
0.337,58.4,48.6,59,78,69,0
0.804,81.8,87.6,307,19,22,1
0.281,38.9,52.5,61,77,83,0
0.281,44.0,61.2,80,70,79,0
0.354,52.9,44.3,84,78,70,0
0.285,46.6,53.9,4,79,81,0
0.644,62.8,80.8,124,40,50,1
0.971,91.0,99.1,212,10,15,1
0.609,79.5,70.5,139,48,41,1
0.483,70.1,70.8,192,50,49,1
0.271,40.4,54.4,13,79,85,0
0.373,40.1,66.0,15,67,81,0
0.683,73.0,70.7,138,45,42,1
0.414,62.1,80.1,147,49,59,1
0.621,68.3,81.7,110,41,49,1
0.976,90.3,89.4,283,13,11,1
0.374,52.9,54.3,37,74,72,0
0.353,53.2,62.5,1,71,75,0
0.296,47.1,55.1,8,78,80,0
0.358,53.0,59.8,11,72,74,0
0.262,59.4,55.1,59,76,71,0
0.378,54.3,65.1,21,67,72,0
0.52,63.9,78.2,197,43,51,1
0.28,39.9,46.0,22,84,85,0
0.339,53.4,50.2,73,76,71,0
0.939,85.0,87.1,322,13,14,1
0.215,56.2,44.3,48,86,76,0
0.313,46.2,58.1,83,71,76,0
0.236,45.4,45.0,9,87,84,0
0.242,49.6,46.1,75,82,77,0
0.289,60.0,40.9,85,83,68,0
0.327,42.1,44.6,22,83,81,0
0.476,78.5,84.2,175,42,45,1
0.26,57.1,65.0,28,71,74,0
0.394,54.7,43.3,29,80,70,0
0.331,48.0,56.1,40,74,77,0
0.273,57.7,41.9,68,84,71,0
0.278,54.5,41.5,4,88,77,0
0.484,78.4,74.5,95,52,49,1
0.344,42.8,53.6,71,73,78,0
0.305,47.2,52.4,28,78,79,0
0.641,65.8,76.2,100,45,50,1
0.599,71.6,71.1,133,48,46,1
0.559,72.3,75.1,106,48,49,1
0.306,59.5,58.7,87,71,68,0
0.518,60.9,77.1,149,46,55,1
0.235,58.2,50.2,19,83,75,0
0.341,45.1,67.3,71,64,76,0
0.286,46.5,45.9,3,84,81,0
0.432,66.0,79.2,173,47,54,1
0.317,57.1,53.1,6,78,73,0
0.362,49.7,43.6,36,81,74,0
0.409,71.6,82.1,131,48,54,1
0.654,73.6,81.6,169,37,41,1
0.945,86.1,91.9,323,10,13,1
0.449,75.5,77.6,199,46,46,1
0.285,39.0,42.2,6,87,86,0
0.318,37.2,43.8,4,84,86,0
0.658,74.9,83.7,98,39,44,1
0.639,62.4,75.5,111,45,51,1
0.273,45.4,41.5,86,83,78,0
0.384,50.2,65.6,10,67,75,0
0.81,86.9,96.2,322,12,18,1
0.553,60.3,80.8,118,44,56,1
0.224,49.0,41.4,70,86,79,0
0.594,62.8,70.6,155,47,51,1
0.274,45.4,63.9,42,71,80,0
0.581,70.7,78.0,92,46,50,1
0.806,98.2,97.3,240,16,16,1
0.885,96.5,86.9,350,14,8,1
0.372,41.8,59.8,53,69,78,0
0.321,41.1,44.5,84,80,79,0
0.284,59.0,53.0,58,77,71,0
0.98,94.9,90.0,241,14,11,1
0.343,46.6,51.7,54,76,76,0
0.784,97.1,87.5,363,17,11,1
0.269,51.0,51.1,22,81,78,0
0.388,53.3,64.5,40,66,71,0
0.254,48.6,63.8,1,74,81,0
0.619,72.2,82.7,185,37,42,1
0.327,46.7,61.5,56,70,77,0
0.525,77.6,71.4,179,48,43,1
0.29,36.1,53.5,2,79,88,0
0.862,80.7,97.3,271,12,23,1
0.513,65.1,84.9,198,39,50,1
0.745,84.6,97.8,264,17,25,1
0.335,51.3,57.7,78,71,72,0
0.419,61.5,82.5,173,45,57,1
0.203,51.8,67.3,23,72,80,0
0.203,45.5,45.0,71,85,81,0
0.382,58.3,69.8,56,62,67,0
0.683,77.1,73.9,90,45,42,1
0.472,75.2,72.5,95,54,51,0
0.394,41.7,66.0,50,64,77,0
0.204,46.5,67.6,8,73,84,0
0.27,53.2,47.7,81,80,74,0
0.241,49.1,45.3,27,85,80,0
0.336,49.4,47.2,68,78,74,0
0.351,55.8,57.6,76,70,69,0
0.22,40.6,46.6,33,85,86,0
0.297,51.2,51.2,27,79,77,0
0.789,98.3,96.9,202,19,18,1
0.361,59.3,55.5,1,75,71,0
0.308,38.1,55.4,59,74,83,0
0.598,71.1,76.0,90,47,49,1
0.212,39.2,44.1,80,84,85,0
0.282,51.4,52.5,82,76,74,0
0.572,76.7,83.2,156,40,43,1
0.369,40.5,58.8,28,71,80,0
0.505,78.2,80.8,179,43,43,1
0.767,90.9,93.8,338,15,16,1
0.477,68.4,79.3,119,48,54,1
0.691,72.7,81.8,99,39,44,1
0.419,77.2,80.4,132,49,50,1
0.279,54.9,62.7,68,70,73,0
0.788,99.4,94.9,314,15,12,1
0.789,96.7,90.6,285,19,15,1
0.237,47.9,68.8,54,68,80,0
0.352,45.0,40.9,56,82,77,0
0.832,95.6,99.4,308,10,13,1
0.376,48.2,57.7,48,70,74,0
0.288,42.8,51.3,84,76,79,0
0.992,80.8,98.7,217,9,20,1
0.641,74.7,79.0,101,43,44,1
0.476,77.8,78.9,117,49,48,1
0.655,65.6,73.9,187,41,45,1
0.398,48.5,47.0,3,79,76,0
0.757,83.4,85.2,201,29,29,1
0.383,47.5,58.1,54,70,74,0
0.55,64.1,72.1,184,46,50,1
0.313,46.0,53.7,48,76,78,0
0.427,61.6,72.5,138,54,59,0
0.281,40.0,62.8,14,73,85,0
0.372,37.9,51.9,60,74,80,0
0.366,36.4,50.0,13,78,84,0
0.22,41.4,66.2,67,70,84,0
0.231,40.5,42.5,84,84,83,0
0.207,47.4,56.6,48,78,81,0
0.466,63.6,81.0,91,49,59,1
0.328,55.4,52.0,24,78,73,0
0.584,67.1,71.4,188,45,47,1
0.232,53.4,49.3,88,80,75,0
0.439,68.0,83.4,120,47,56,1
0.784,98.1,91.0,274,20,15,1
0.482,70.7,76.4,145,49,51,1
0.831,87.8,93.8,343,12,15,1
0.232,59.6,65.3,45,71,73,0
0.688,70.1,82.4,144,36,43,1
0.363,36.3,65.1,8,68,84,0
0.673,69.9,75.9,179,39,42,1
0.383,40.6,53.7,11,75,81,0
0.232,43.1,40.9,7,90,85,0
0.469,63.6,74.1,113,52,57,0
0.586,66.6,74.8,124,47,50,1
0.916,83.6,90.0,341,11,15,1
0.379,37.5,62.9,45,67,81,0
0.331,39.8,41.3,85,81,79,0
0.754,92.1,94.8,353,14,15,1
0.806,96.9,97.6,335,11,11,1
0.276,41.2,51.6,50,79,82,0
0.581,66.0,78.1,182,41,48,1
0.311,54.3,68.7,47,66,73,0
0.32,58.6,53.6,30,76,71,0
0.342,40.1,63.1,7,71,83,0
0.33,42.7,48.8,48,78,79,0
0.362,35.4,57.7,15,73,84,0
0.545,69.3,77.3,142,46,49,1
0.252,49.0,49.0,39,82,79,0
0.642,78.2,74.5,93,46,43,1
0.268,57.0,56.9,68,74,72,0
0.416,68.3,80.2,196,46,52,1
0.413,79.0,84.3,183,44,46,1
0.309,52.0,51.8,64,76,74,0
0.527,63.7,80.8,195,41,51,1
0.653,67.5,74.6,155,42,45,1
0.35,58.0,44.0,43,81,69,0
0.247,57.6,68.6,51,68,73,0
0.653,74.8,83.4,192,34,39,1
0.404,62.5,81.7,186,46,57,1
0.734,93.5,85.4,275,25,20,1
0.321,54.8,61.7,84,68,70,0
0.626,73.3,74.5,169,43,42,1
0.604,71.5,73.8,91,48,48,1
0.244,57.9,62.8,73,71,72,0
0.228,37.3,55.0,88,76,85,0
0.3,43.5,46.9,72,79,79,0
0.244,59.2,58.2,45,76,73,0
0.408,79.2,75.4,120,53,50,0
0.485,78.5,75.8,173,47,44,1
0.373,37.1,54.1,62,72,80,0
0.252,35.2,58.9,63,74,86,0
0.242,37.7,53.7,64,78,85,0
0.839,82.3,93.7,331,12,19,1
0.667,61.9,80.1,152,38,48,1
0.34,36.4,55.8,6,76,85,0
0.331,55.6,57.2,58,72,71,0
0.365,49.3,60.2,89,67,72,0
0.895,90.5,96.8,215,15,18,1
0.874,87.2,96.9,294,11,17,1
0.215,38.1,53.2,81,78,85,0
0.283,58.7,56.6,69,74,70,0
0.291,50.9,48.7,6,82,78,0
0.229,48.2,40.2,73,87,79,0
0.327,53.5,43.2,32,83,74,0
0.216,38.6,46.4,12,86,88,0
0.256,59.9,56.0,39,77,72,0
0.502,77.6,81.8,147,44,46,1
0.573,70.7,71.0,127,49,48,1
0.354,47.4,64.3,79,65,74,0
0.887,98.9,91.9,283,14,10,1
0.904,84.3,88.7,315,14,16,1
0.414,78.3,74.0,148,53,49,1
0.407,76.0,83.7,188,44,48,1
0.207,43.6,44.3,58,86,83,0
0.233,49.6,56.8,63,76,78,0
0.294,57.6,53.4,6,79,74,0
0.69,74.6,73.4,135,43,41,1
0.368,57.0,47.0,35,79,70,0
0.522,77.4,76.1,132,48,46,1
0.266,51.1,61.1,84,71,75,0
0.786,90.3,95.6,362,12,15,1
0.326,45.8,69.7,78,63,76,0
0.246,47.2,41.3,75,85,79,0
0.509,74.1,78.4,96,49,50,1
0.212,57.2,65.9,10,74,77,0
0.412,71.0,70.8,123,56,55,0
0.304,38.8,69.1,62,65,82,0
0.257,45.5,47.4,43,82,81,0
0.46,69.7,71.9,173,51,51,0
0.511,78.5,73.5,146,49,45,1
0.711,86.7,86.5,319,23,22,1
0.3,38.9,65.2,70,67,82,0
0.239,53.6,52.8,1,82,79,0
0.382,47.0,65.6,25,66,76,0
0.343,40.6,52.7,82,73,78,0
0.503,78.6,80.4,194,42,42,1
0.599,63.2,76.7,161,43,50,1
0.917,94.5,98.4,221,12,15,1
0.315,55.7,67.8,77,65,70,0
0.277,43.4,45.6,22,84,83,0
0.64,75.1,74.7,191,41,39,1
0.379,41.3,46.4,18,80,80,0
0.537,79.6,78.0,160,44,42,1
0.314,49.7,52.4,1,79,78,0
0.271,50.0,59.5,89,71,75,0
0.223,50.9,52.8,78,78,77,0
0.277,45.8,47.4,15,83,81,0
0.881,89.7,97.4,269,12,16,1
0.201,36.6,53.6,88,78,86,0
0.299,55.3,68.0,69,66,72,0
0.596,63.5,76.9,141,44,51,1
0.311,54.0,45.6,55,81,73,0
0.266,51.4,63.8,83,69,75,0
0.303,43.4,57.3,15,76,82,0
0.291,44.3,67.0,24,69,81,0
0.256,42.5,56.3,48,76,83,0
0.709,96.3,98.6,212,21,22,1
0.285,52.5,66.9,72,67,74,0
0.219,48.4,49.4,47,82,80,0
0.27,54.3,65.2,86,68,73,0
0.304,35.5,60.4,22,73,86,0
0.216,44.1,59.6,34,76,84,0
0.254,57.0,49.5,8,83,76,0
0.29,49.0,52.0,15,80,79,0
0.301,50.7,40.4,45,85,76,0
0.393,58.6,54.6,30,73,68,0
0.248,52.6,46.9,19,84,78,0
0.292,37.2,68.9,51,66,84,0
0.338,37.0,61.0,86,68,81,0
0.287,59.0,57.8,65,73,70,0
0.24,45.1,53.6,4,81,84,0
0.686,67.4,83.4,174,34,43,1
0.222,54.4,67.4,65,69,76,0
0.365,52.7,64.7,7,69,74,0
0.253,57.7,60.5,46,74,73,0
0.439,60.6,75.0,96,54,61,0
0.612,73.0,83.8,189,36,42,1
0.626,72.2,82.9,188,36,42,1
0.375,52.2,58.2,60,70,71,0
0.457,77.4,72.3,190,50,45,1
0.969,89.3,87.1,303,13,11,1
0.684,61.7,84.5,185,33,46,1
0.654,66.3,81.1,165,37,46,1
0.409,65.1,80.7,155,48,57,1
0.538,66.2,80.8,98,46,54,1
0.2,38.8,50.9,31,83,88,0
0.334,41.4,45.8,86,78,78,0
0.594,72.4,82.2,105,42,47,1
0.65,77.7,70.9,151,45,39,1
0.43,77.0,79.9,120,50,50,0
0.299,52.1,48.5,9,82,77,0
0.901,80.1,92.3,311,12,19,1
0.572,61.6,74.2,104,49,55,1
0.42,77.3,71.6,132,55,50,0
0.221,41.6,51.2,53,81,84,0
0.553,70.4,76.4,191,43,46,1
0.998,90.8,95.3,284,8,10,1
0.225,50.6,42.3,25,88,80,0
0.548,71.1,76.3,92,49,51,1
0.288,38.8,56.7,22,76,85,0
0.697,67.7,76.9,93,42,47,1
0.237,57.4,47.5,30,84,75,0
0.341,50.4,51.9,13,78,76,0
0.209,41.5,53.4,40,80,85,0
0.861,96.1,100.0,233,13,15,1
0.283,57.7,40.0,5,88,74,0
0.21,36.7,58.7,32,77,89,0
0.305,48.0,63.1,9,72,79,0
0.227,35.8,57.2,85,75,86,0
0.322,49.5,49.9,33,79,76,0
0.302,40.9,43.3,37,84,82,0
0.249,46.4,61.6,4,75,83,0
0.316,52.3,44.4,40,82,75,0
0.232,35.8,60.9,64,73,87,0
0.238,56.1,54.8,88,76,73,0
0.271,47.3,67.0,49,69,79,0
0.504,73.5,82.3,126,45,49,1
0.641,65.4,71.0,141,46,48,1
0.366,53.3,63.2,14,69,73,0
0.553,69.6,76.4,136,46,49,1
0.31,48.8,61.1,49,71,76,0
0.466,71.1,72.1,106,54,53,0
0.448,75.0,78.6,182,46,48,1
0.358,47.3,47.5,58,78,75,0
0.381,44.8,55.9,61,71,75,0
0.252,45.9,68.6,5,71,83,0
0.629,80.0,81.6,199,36,36,1
0.217,38.1,45.8,29,86,88,0
0.296,47.9,53.8,20,78,79,0
0.214,53.4,41.4,77,86,76,0
0.362,47.4,64.0,59,66,75,0
0.275,48.9,65.8,27,70,79,0
0.674,79.6,83.5,114,38,39,1
0.238,35.0,68.4,29,70,89,0
0.432,67.1,76.8,97,53,58,0
0.315,48.9,47.3,12,82,78,0
0.731,85.4,95.9,203,22,29,1
0.303,43.2,52.1,80,75,78,0
0.557,78.7,78.8,151,44,43,1
0.26,42.5,68.9,75,66,81,0
0.213,55.2,42.5,85,85,74,0
0.26,44.5,64.2,86,69,79,0
0.602,71.1,79.8,112,43,48,1
0.667,67.1,70.5,172,44,44,1
0.441,73.3,73.1,199,49,48,1
0.341,51.2,58.6,56,71,73,0
0.638,61.5,77.7,120,43,52,1
0.374,50.5,51.7,49,75,73,0
0.266,38.9,69.2,19,69,86,0
0.794,92.3,86.0,317,20,16,1
0.386,51.2,52.6,69,72,71,0
0.691,67.7,74.4,132,42,45,1
0.396,40.3,60.9,54,67,78,0
0.22,52.3,64.9,3,74,80,0
0.674,77.7,70.4,153,44,38,1
0.551,76.7,83.5,150,41,44,1
0.313,35.5,60.7,24,72,86,0
0.403,74.3,76.7,103,54,54,0
0.378,58.8,49.4,36,77,68,0
0.262,53.1,70.0,69,66,75,0
0.202,35.5,45.1,47,86,89,0
0.802,81.4,89.4,242,22,26,1
0.611,67.7,74.2,190,42,45,1
0.748,98.1,93.6,261,20,17,1
0.218,40.6,44.7,32,86,86,0
0.8,90.6,88.9,262,21,19,1
0.291,41.2,58.5,88,71,80,0
0.621,74.0,71.9,176,44,42,1
0.234,35.8,53.9,51,79,87,0
0.222,39.7,58.8,88,74,83,0
0.65,62.0,78.0,124,42,51,1
0.331,59.3,67.5,33,67,70,0
0.913,89.0,90.4,214,18,19,1
0.492,78.8,79.5,119,48,47,1
0.297,55.2,61.9,83,69,71,0
0.425,60.5,78.0,131,51,60,0
0.51,63.3,80.6,93,47,57,1
0.249,38.1,60.2,78,72,84,0
0.279,59.4,67.8,37,68,72,0
0.245,40.1,68.4,78,67,83,0
0.313,48.2,43.4,41,83,77,0
0.311,54.5,68.6,51,66,73,0
0.885,80.2,98.9,311,8,20,1
0.405,61.2,77.2,155,51,59,0
0.247,48.6,65.5,88,68,77,0
0.366,56.3,69.3,56,63,69,0
0.409,70.2,82.8,175,46,52,1
0.672,70.0,70.2,160,44,43,1
0.354,47.4,46.3,61,78,75,0
0.399,42.2,45.3,2,80,79,0
0.228,39.7,60.0,55,75,85,0
0.861,92.0,97.4,257,13,16,1
0.294,58.8,56.2,4,77,73,0
0.619,68.9,70.6,171,45,45,1
0.227,51.4,57.2,73,75,77,0
0.514,77.4,71.9,137,51,46,1
0.48,72.5,79.5,161,46,49,1
0.202,35.4,65.9,85,70,87,0
0.913,88.6,86.1,314,16,13,1
0.601,70.7,77.3,103,45,48,1
